Mosque_ID,Name,Street,City,State,ZCTA,Latitude,Longitude,Urbanization_Cat,Year_Est,Status,Source,Transit_score,Walk_score ,NND,NRI,Reference_ID
750,Ivy City Mosque,2001 Gallaudet Street Northeast,Washington,DC,20002,,,,"
",Information Without Year,https://prayersconnect.com/mosques/84038553-ivy-city-masjid-washington-district-of-columbia-united-states,,,,,
751,American Fazl Mosque,2141 Leroy Place Northwest,Washington,DC,20008,,,,1950,,https://fazlmosque.us/,,,,,
752,Islamic Center of Washington DC,2551 Massachesetts Avenue Northwest,Washington,DC,20008,,,,1957,,https://www.archnet.org/sites/358,,,,,
753,First Hijrah Muslim Community Center,4324 Georgia Avenue Northwest,Washington,DC,20011,,,,2010,,https://www.archnet.org/sites/10422,,,,,
754,Markaz Ahlul Qur'an Wal Hadeeth,3415 18 Street Northeast,Washington,DC,20018,,,,2004,,https://www.18thstreetmasjid.com/,,,,,
755,Al-Islam Mosque,4603 Benning Road Southeast,Washington,DC,20019,,,,"
",No Basic Information,"
",,,,,
756,Ar Rashidun Community Center,1605 Kenilworth Avenue Northeast,Washington,DC,20019,,,,"
",Information Without Year,https://www.mapquest.com/us/district-of-columbia/ar-rashidun-community-center-380872647,,,,,
757,Muhammad Mosque #4,3160 Pennsylvania Avenue Southeast,Washington,DC,20020,,,,1960,,"https://www.washingtoninformer.com/masjid-muhammad-renovation-dc/#:~:text=The%20mosque%20was%20founded%20in%201937%20by,*%20Boy%20Scouts%20troop%20*%20Chess%20club",,,,,
758,Georgetown University: Masjid Yarrow Mamout,1350 Tondorf Road,Washington,DC,20057,,,,2023,,https://www.georgetown.edu/news/georgetown-opens-first-of-its-kind-mosque-on-a-u-s-college-campus/,,,,,
759,Glasgow Mosque & Education Center,2555 Glasgow Ave,Newark,DE,19702,,,,1980,,https://daglasgow.org/about-us/,,,,,2325
760,Masjid Isa ibn-e-Maryam Foundation,706 S Old Baltimore Pike,Newark,DE,19702,,,,2011,,https://prayersconnect.com/mosques/84093249-masjid-isa-ibn-e-maryam-tarbiyah-school-newark-delaware-united-states,,,,,1896
761,Baitul Hidayah Mosque,3003 Philadelphia Pike,Claymont,DE,19703,,,,2013,,https://masjidulhidayah.org/index.php/about-the-masjid-ul-hidayah/,,,,,2328
762,MUNA Center of Delaware (MCD) Masjid Ar-Rahman,301 Commonwealth Ave,Claymont,DE,19703,,,,2021,,"https://www.causeiq.com/organizations/muna-center-of-delaware,873524885/",,,,,2329
763,Masjid Al-Noor-Middletown,486 Boyds Corner Rd,Middletown,DE,19709,,,,2005,,https://masjidal-noor.org/About/About,,,,,2731
764,Islamic Society of Delaware,28 Salem Church Rd #2934,Newark,DE,19713,,,,1977,,https://spotlightdelaware.org/2025/04/03/our-delaware-islamic-society-of-delaware/,,,,,2316
765,Rawdah Islamic Center of Delaware,18 Shea Way,Newark,DE,19713,,,,2020,,https://www.rawdahislamiccenterofdelaware.com/about,,,,,2323
766,Diyanet Mosque of Delaware,249 Appleby Rd #5403,New Castle,DE,19720,,,,2013,,https://directory.alfafaa.com/listing/diyanet-mosque-of-delaware/,,,,,2318
767,Masjid al-Ikhlaas,623-1/2 S Heald St,Wilmington,DE,19801,,,,-,Information Without Year,,,,,,2322
768,Ar-Razzaaq Mosque,2800 N Market St,Wilmington,DE,19802,,,,2005,,https://www.dncr.nc.gov/blog/2026/01/14/ar-razzaq-islamic-center-g-148,,,,,2319
769,Masjid Al Kauthar,2102 Northeast Blvd,Wilmington,DE,19802,,,,1957,,https://en.wikipedia.org/wiki/Islam_in_Delaware,,,,,1606
770,Muhammad Mosque 35,2800 Washington St,Wilmington,DE,19802,,,,-,No Basic Information,https://www.facebook.com/Mosque35/,,,,,2326
771,Tri-State Bab-ul-ilm Islamic Center of Delaware,1413 Lore Ave,Wilmington,DE,19809,,,,1982,,https://banihashim.org/about/,,,,,2327
772,Baitul Aman by MSD,2219 Naamans Rd,Wilmington,DE,19810,,,,2000,,https://prayersconnect.com/mosques/84036539-masjid-baitul-aman-wilmington-delaware-united-states,,,,,2324
773,Islamic Society of Central Delaware,777 S Little Creek Rd,Dover,DE,19901,,,,2004,,"https://www.causeiq.com/organizations/islamic-society-of-centeral-delaware,582674082/",,,,,2317
774,Islamic Center of Eastern Shore,25159 Lewes Georgetown Hwy,Georgetown,DE,19947,,,,2021,,"https://www.causeiq.com/organizations/islamic-center-of-eastern-shore,861435795/",,,,,2320
775,Islamic Society of Smyrna,310 N Main St,Smyrna,DE,19977,,,,2025,,https://www.smyrna.delaware.gov/DocumentCenter/View/3255/BOA-Agenda-11525?bidId=,,,,,2321
776,Islamic Center of Lake City,7876 West US Highway 90,Lake City,FL,32055,,,,-,No Basic Information,,,,,,1271
777,Islamic Center of Orange Park,158 College Dr.,Orange Park,FL,32065,,,,2013,,https://prayersconnect.com/mosques/84065068-islamic-center-of-orange-park-orange-park-florida-united-states,,,,,1315
778,Islamic Center of st Augustine,1760 Sr-207,st Augustine,FL,32084,,,,1995,,https://www.islamiccenterstaugustine.org/,,,,,1350
779,Islamic Center of Palm Coast,4721 East Moody Boulevard,Bunnell,FL,32110,,,,,,,,,,,3065
780,Islamic Center of Daytona Beach,347 South Keech Street,Daytona Beach,FL,32114,,,,1986,,https://www.islamiccenterofdaytonabeach.com/about,,,,,751
781,Mosque 66,3316 North Pearl Street,Jacksonville,FL,32206,,,,,,,,,,,3091
782,Muhammed Mosque,320 Woodbine Street,Jacksonville,FL,32206,,,,,,,,,,,3092
783,Islamic Community of Bosniaks In Jacksonville,2131 Art Museum Dr.,Jacksonville,FL,32207,,,,2015,,"https://www.causeiq.com/organizations/islamic-community-of-bosniaks-al-hajj-feriz-delkic,593697668/",,,,,1394
784,Al Amir Islami Center,5045 Soutel Drive,Jacksonville,FL,32208,,,,,,,,,,,3086
785,Jacksonville Masjid of Al-Islam,2242 Commonwealth Ave,Jacksonville,FL,32209,,,,1996,,https://prayersconnect.com/mosques/84090654-masjid-of-al-islam-jacksonville-florida-united-states,,,,,1496
786,Al Zahra Islamic Center,707 Mill Creek Road,Jacksonville,FL,32211,,,,,,,,,,,3087
787,Masjid Al Imman,1730 Rogero Road,Jacksonville,FL,32211,,,,,,,,,,,3089
788,Islamic Center of Orange Park,7821 Collins Road,Jacksonville,FL,32244,,,,,,,,,,,3088
789,Dar Al-Hijra,3507 Southside Boulevard,Jacksonville,FL,32246,,,,,,,,,,,3090
790,Islamic Center of Northeast Florida,2333 St Johns Bluff Rd S,Jacksonville,FL,32246,,,,1978,,https://findyourjax.com/discover-your-roots-the-middle-eastern-community-spotlight/,,,,,2331
791,NAC - Nabi Akram Center,1840 Anniston Road,Jacksonville,FL,32246,,,,,,,,,,,3093
792,Ahmadiyya Muslim Community Jacksonville,507 Cassat Avenue,Jacksonville,FL,32254,,,,,,,,,,,3085
793,Baymeadows Islamic Center,8225 Dix Ellis Trail,Jacksonville,FL,32256,,,,1996,,https://bicjax.com/sample-page/,,,,,680
794,Masjid Al-Ansar,9801 Old Baymeadows rd Bldg 2 Apt. 17,Jacksonville,FL,32256,,,,-,No Basic Information,,,,,,1644
795,Momin Community Center,6192 Race Track Road,St. Johns County,FL,32259,,,,2025,,https://www.momincc.org/,,,,,438
796,Masjid Al-Furqan,3617 Old Bainbridge rd,Tallahassee,FL,32303,,,,2008,,https://prayersconnect.com/mosques/84088925-masjid-al-furqan-islamic-center-of-tallahassee-tallahassee-florida-united-states,,,,,1665
797,Al Ansar Mosque,1020 E Pensacola Ave,Tallahasse,FL,32304,,,,2008,,https://prayersconnect.com/mosques/84064187-masjid-al-ansar-islamic-center-of-tallahassee-tallahassee-florida-united-states,,,,,851
798,Masjid Al Nahal,115 Bragg Dr.,Tallahasse,FL,32304,,,,1989,,,,,,,1610
799,Masjid Al-Nahl,123 Bragg Drive,Tallahassee,FL,32305,,,,,,,,,,,3048
800,Masjid Al-Noor (Islamic Society of Tallahassee),7117 Beech Ridge Trail,Tallahassee,FL,32312,,,,,,,,,,,3047
801,Bay County Islamic Society,3312 Token rd,Panama City,FL,32405,,,,1984,,https://www.facebook.com/BayCountyIslamicSoc/,,,,,981
802,Al-Hidaya Mosque,16865-16995 Northwest Charlie Johns Street,Blountstown,FL,32424,,,,-,No Basic Information,,,,,,1684
803,ICNA Masjid Dawah,800 County Road 10,Bonifay,FL,32425,,,,,,,,,,,3066
804,Al-Islam Dawah Center,1550 E Barrancas ave,Pensacola,FL,32504,,,,1989,,https://www.bloomberg.com/profile/company/0015836D:US?embedded-checkout=true,,,,,892
805,Islamic Center of Northwest Florida,3445 E Johnson ave,Pensacola,FL,32514,,,,2000,,"https://www.causeiq.com/organizations/islamic-center-of-northwest-florida,593629924/",,,,,71
806,Islamic Center of Gainesville,1010 E University Aveue,Gainesville,FL,32601,,,,1984,,https://www.iqrasense.com/islam-in-america/muslims-in-gainesville-florida-usa-islamic-centers-and-mosques.html,,,,,1245
807,Hoda Center,5220 SW 13th St,Gainesville,FL,32610,,,,-,,https://www.mapquest.com/us/florida/hoda-academy-276296047,,,,,311
808,Muslim Community Center of Apopka (MCCA),458 Oakland Avenue,Apopka,FL,32703,,,,,,,,,,,3069
809,Islamic Center of Deltona,410 Summerhaven Dr,DeBary,FL,32713,,,,2010,,https://prayersconnect.com/mosques/84064611-islamic-center-of-deltona-debary-florida-united-states,,,,,2729
810,DeLand Islamic Center,1271 Keith Avenue,DeLand,FL,32720,,,,,,,,,,,3060
811,Masjid Al-Hakim,1350 Gilpin Ct.,Deltona,FL,32725,,,,-,No Basic Information,,,,,,1674
812,Tavares Islamic Center,2824 South Grove Street,Eustis,FL,32726,,,,,,,,,,,3058
813,HMCC Heathrow Muslim Community Center,1325 South International Parkway,Lake Mary,FL,32746,,,,,,,,,,,3082
814,American Muslim Community Center (AMCC),811 Wilma St,Longwood,FL,32750,,,,2012,,https://amccenters.org/,,,,,2337
815,Oviedo Musalla (Masjid),100 Alexandria Boulevard,Oviedo,FL,32765,,,,,,,,,,,3014
816,Husseini Islamic Center,1350 Tondorf Road,Sanford,FL,32773,,,,2017,,"https://www.orlandosentinel.com/2017/11/10/new-mosque-highlights-growth-of-muslim-community-in-central-florida/#:~:text=The%20mosque%20%E2%80%94%20one%20of%20the,low%20profile%2C%20would%20not%20comment.",,,,,38
817,Masjid Al Hayy,786 Myrtle Street,Sanford,FL,32773,,,,2017,,https://www.jafferreachoutfoundation.org/masjid-al-hayy,,,,,750
818,Masjid Al-Salam,2917 S Orlando Dr.,Sanford,FL,32773,,,,1999,,https://iscf.org/masjid/masjid-al-alrahim/,,,,,1758
819,Masjid Al-Mumin,1011 Washington Avenue,Titusville,FL,32780,,,,1999,,https://iscf.org/masjid/masjid-al-mumin/,,,,,354
820,Masjid Al-Haq,545 E Central Blvd.,Orlando,FL,32801,,,,-,No Basic Information,,,,,,1677
821,Mosque American Islamic Society,545 West Central Boulevard,Orlando,FL,32801,,,,,,,,,,,3018
822,Masjid Al-Quddus,312 S Parramore Ave,Orlando,FL,32805,,,,1994,,https://iscf.org/masjid/masijid-al-quddus/,,,,,821
823,Masjid Qubaa,3043 Curry Ford Road,Orlando,FL,32806,,,,,,,,,,,3012
824,Islamic Society of Central Florida,1586 North Goldenrod Road,Orlando,FL,32807,,,,,,,,,,,3010
825,Masjid Al Rahman,1089 N Goldenrod Rd,Orlando,FL,32807,,,,1985,,https://www.archnet.org/sites/10395,,,,,2332
826,AL-BUKHARI ISLAMIC CENTER,8009 S Orange Ave,Orlando,FL,32809,,,,2017,,https://albukhari.org/,,,,,2335
827,Masjid Al-Rahim,4962 Old Winter Garden Rd,Orlando,FL,32811,,,,1999,,https://iscf.org/masjid/masjid-al-alrahim/,,,,,616
828,Al-Malik Mosque,2042 Rouse Rd,Orlando,FL,32817,,,,2007,,https://prfsc.org/wp-content/uploads/2016/11/History-of-Islamic-Society-of-Central-Florida.pdf,,,,,2336
829,Islamic Education Center of Florida,2221 Harrell rd,Azalea Park,FL,32817,,,,2009,,"https://www.influencewatch.org/non-profit/islamic-education-center-iec-of-florida/#:~:text=As%20its%20membership%20size%20grew,build%20at%20a%20gradual%20pace.",,,,,650
830,Masjid Al-Malik,2018 Rouse rd,Orlando,FL,32817,,,,2007,,https://prfsc.org/wp-content/uploads/2016/11/History-of-Islamic-Society-of-Central-Florida.pdf,,,,,176
831,Majid al-Ihsaan,6309 Pershing Avenue,Orlando,FL,32822,,,,1996,,https://www.facebook.com/Masjid.Al.Ihsaan.FL/,,,,,255
832,Islamic Center of Orlando - Jama Masjid,11543 Ruby Lake Road,Orlando,FL,32826,,,,1990,,https://icorlando.org/about/,,,,,790
833,Aisha Cultural Center,1311 Hancock Lone Palm Road,Orlando,FL,32828,,,,,,,,,,,3015
834,Islamic center of Orlando,11551 Ruby Lake Road,Orlando,FL,32836,,,,,,,,,,,3011
835,Al-Aziz Mosque,9501 Satellite Blvd,Orlando,FL,32837,,,,1973,,https://iscf.org/aboutiscf/,,,,,2339
836,Baitul-Aafiyat Mosque (Masjid),9501 Satellite Boulevard,Orlando,FL,32837,,,,,,,,,,,3009
837,Al - Eman Center,1905 Doctor Martin Luther King Junior Boulevard,Melbourne,FL,32901,,,,,,,,,,,3053
838,Islamic Society of Brevard County,550 East Florida ave,Melbourne,FL,32901,,,,1994,,https://www.isbcmelbourne.org/about/,,,,,1451
839,Palm Bay Islamic Center,3590 Bayside Lakes Boulevard Southeast,Palm Bay,FL,32909,,,,,,,,,,,3013
840,Masjid Al-Furqan,190 Grant rd,Merritt Island,FL,32953,,,,2007,,https://search.sunbiz.org/Inquiry/CorporationSearch/SearchResults?InquiryType=EntityName&InquiryDirectionType=ForwardRecord&SearchTerm=MASJID%20AL%20ANSAR&SearchNameOrder=MASJIDEAYESHA%20N130000054330&ListNameOrder=MASJIDALRAHMA%20N190000123920&Detail=FL.DOS.Corporations.Shared.Contracts.FilingRecord,,,,,1666
841,Indian River Islamic Center,2015 E 9th st Sw,Vero Beach,FL,32962,,,,2011,,https://www.charitynavigator.org/ein/270358711,,,,,1154
842,Bait-un-Naseer Mosque,208 Northwest 7th Court,Hallandale Beach,FL,33009,,,,,,,,,,,3072
843,Miami Mosque,102 West 5th Street,Hialeah,FL,33010,,,,,,,,,,,3084
844,Islamic Jaffaria Association,10554 Nw 132Nd st,Hialeah Gardens,FL,33018,,,,1998,,https://search.sunbiz.org/Inquiry/corporationsearch/SearchResultDetail?inquirytype=EntityName&directionType=PreviousList&searchNameOrder=ISLAMICJAFFARIAASSOCIATION%20N274090&aggregateId=domnp-n27409-37cba7b6-3603-4222-9f38-e1a7ed5f24ef&searchTerm=ISLAMIC%20SOCIETY%20OF%20BREVARD%20COUNTY%2C%20INC.&listNameOrder=ISLAMICHEALTH%20G731650,,,,,1437
845,AL-Hikmat Office ( Next To Darul Uloom Institute),120 Southwest 70th Avenue,Pembroke Pines,FL,33023,,,,,,,,,,,3017
846,Darul Uloom Institute,7050 Pines Blvd,Pembroke Pines,FL,33023,,,,1994,,https://www.alhikmat.com/darululoomflorida.html,,,,,2334
847,Masjid Al-Hijrah,6128 Sw 27th st,Miramar,FL,33023,,,,-,No Basic Information,,,,,,1685
848,Islamic Movement of Florida,3201 Nw 74th ave,Hollywood,FL,33024,,,,1990,,https://www.imof.org/,,,,,1442
849,Masjid Al-Muttaqeen,1010 Sw 196 ave,Hollywood,FL,33029,,,,1995,,https://img1.wsimg.com/blobby/go/82366c29-c4c8-4c40-81a9-666f14e83867/BochureUpdate11.06.10.pdf,,,,,1728
850,Islamic Center of South Florida,1641 NW 15th St,Pompano Beach,FL,33030,,,,2007,,https://www.cair.com/cair_in_the_news/cair-fl-man-sues-to-halt-mosque-construction/,,,,,1346
851,Masjid Ul Mumineen,12850 Sw 268 st,Homestead,FL,33032,,,,1999,,"https://www.causeiq.com/organizations/masjid-ul-mumineen,650933139/",,,,,1979
852,Islamic Center of Florida City,1213 Northwest 9th Avenue,Florida City,FL,33034,,,,,,,,,,,3057
853,Masjid Al-Malik,800 Emma st,Key West,FL,33040,,,,2007,,,,,,,146
854,Islamic Center of Greater Miami,4305 NW 183rd St,Miami Gardens,FL,33055,,,,1971,,https://icgm-fl.org/about/,,,,,2330
855,Masjid Umme Hani (RA),18215 Northwest 18th Avenue,Miami Gardens,FL,33056,,,,,,,,,,,3028
856,American Islamic center of florida,507 Northeast 6th Street,Pompano Beach,FL,33060,,,,,,,,,,,3021
857,Masjid Jamaat Al-Mumineen,3222 Holiday Springs Blvd,Margate,FL,33063,,,,1995,,https://margatemasjid.org/about-us/,,,,,1899
858,Mosjid,3222 Holiday Springs Boulevard,Margate,FL,33063,,,,,,,,,,,3074
859,The Islamic Center of Margate,8034 West Sample Road,Margate,FL,33063,,,,,,,,,,,3073
860,Muhammad Mosque 82,9902 NW 20th Street,Coral Springs,FL,33071,,,,2006,,https://search.sunbiz.org/Inquiry/CorporationSearch/SearchResults?InquiryType=EntityName&InquiryDirectionType=PreviousRecord&SearchTerm=MUHAL%20LLC&SearchNameOrder=MUHAMMADMOSQUE95%20N160000048880&ListNameOrder=MUHAMMADHASNAINN%20L240003184570&Detail=FL.DOS.Corporations.Shared.Contracts.FilingRecord,,,,,725
861,Islamic Learning Center of North Broward (ILCNB),4405 West Hillsboro Boulevard,Coconut Creek,FL,33073,,,,,,,,,,,3064
862,ICCS,11050 Wiles Road,Coral Springs,FL,33076,,,,,,,,,,,3063
863,Masjid Miami,7350 Nw 3Rd St,Miami,FL,33126,,,,1974,,https://pluralismarchive.hsites.harvard.edu/masjid-miami-flagler-st,,,,,1911
864,Masjid Al-Ansar,5245 Nw 7th Ave,Miami,FL,33127,,,,1966,,https://www.instagram.com/p/CmC-4f5u_2K/,,,,,1645
865,Musalla Al Faiza,28 North Miami Avenue,Miami,FL,33128,,,,,,,,,,,3029
866,Masjid Al-Fayza,36 Ne 3Rd ave,Miami,FL,33132,,,,1999,,https://pluralismarchive.hsites.harvard.edu/masjid-al-fayza-miami,,,,,1663
867,Ummah of Miami,7904 West Dr. Unit 6,Miami Beach,FL,33141,,,,2010,,https://search.sunbiz.org/Inquiry/CorporationSearch/SearchResultDetail?inquirytype=EntityName&directionType=CurrentList&searchNameOrder=UMMAHMIAMI%20N100000021010&aggregateId=domnp-n10000002101-83965f94-18f4-41e2-b98c-fe50391e2ea5&searchTerm=UMMAH%20OF%20MIAMI%20INC&listNameOrder=UMMAHMIAMI%20N100000021010,,,,,2214
868,Ershad Center,6669 Southwest 59th Place,South Miami,FL,33143,,,,2006,,https://www.mapquest.com/us/florida/ershad-center-439080608,,,,,1092
869,Nigerian Islamic Society,2410 Nw 93Rd st,Miami,FL,33147,,,,1987,,https://pluralismarchive.hsites.harvard.edu/masjid-al-muhmin,,,,,2118
870,Masjid Ibrahim,6301 Nw 6th ave,Miami,FL,33150,,,,2000,,"https://www.causeiq.com/organizations/masjid-ibrahim,650748608/",,,,,1888
871,Masjid Al-Ihsaan,10180 Sw 168th st,Miami,FL,33157,,,,2001,,https://ky.halalguide.me/deyd/mechet/masjid-al-ihsaan/posts,,,,,142
872,Islamic center of North Miami,560 Northeast 129th Street,North Miami,FL,33161,,,,,,,,,,,3024
873,Musallah billal (Masjid Bilal),1025 Northeast 126th Street,North Miami,FL,33161,,,,,,,,,,,3023
874,American Muslim Assoc of North America,183 Ne 166th st,Miami,FL,33162,,,,1992,,https://pluralismarchive.hsites.harvard.edu/american-muslim-association-north-america-amana,,,,,937
875,Shamsuddin Masjid And Library,365 Ne 167th st,Miami,FL,33162,,,,2000,,https://pluralismarchive.hsites.harvard.edu/north-miami-islamic-centeras-sunnah-nabawiyyah-formerly-masjid-shamsuddin,,,,,2162
876,Masjid As-Sunnah An-Nabawiyyah,560 Northwest 165th Street,Miami,FL,33169,,,,,,,,,,,3030
877,Faizan E Madinah Miami Islamic Center ( Masjid),14219 Southwest 42nd Street,Miami,FL,33175,,,,,,,,,,,3035
878,Islamic School of Miami,11699 Southwest 147th Avenue,Miami,FL,33196,,,,,,,,,,,3031
879,Masjid An-Nour,11699 Sw 147th ave,Miami,FL,33196,,,,2012,,https://www.myisom.org/history.html,,,,,1790
880,The Islamic Center of Fort Lauderdale,2542 Franklin Dr,Fort Lauderdale,FL,33311,,,,1996,,https://masjidaliman.com/about-us,,,,,2333
881,Anjuman E-Jamali,2830 Florida 84,Fort Lauderdale,FL,33312,,,,,,,,,,,3056
882,Musallah Assultan Salahuddin,2820 Griffin rd,Fort Lauderdale,FL,33312,,,,1995,,https://directory.alfafaa.com/listing/masjid-as-sultan-salahud-deen/,,,,,2068
883,Masjid-e-Khaleel,5870 Southwest 64th Avenue,Davie,FL,33314,,,,,,,,,,,3061
884,Dar-E-Panjetan Center,5541 N State rd 7,Fort Lauderdale,FL,33319,,,,-,Information Without Year,,,,,,1063
885,Madinatul Uloom Institute,7515 West Oakland Park Boulevard,Lauderhill,FL,33319,,,,,,,,,,,3077
886,Musala Asalam,1834-A N University Dr.,Plantation,FL,33322,,,,2000,,"https://islammessage.org/ha/center/4926/Musalla-As-Salaam--1834-North-University-Drive,-Plantation,-FL-33322-",,,,,2065
887,Islamic Center of Weston,1960 North Commerce Parkway,Weston,FL,33326,,,,,,,,,,,3037
888,Masjid Nur Ul Islam,10600 Southwest 59th Street,Davie,FL,33328,,,,,,,,,,,3070
889,Nur Ul Islam Masjid,10600 Sw 59th st,Cooper City,FL,33328,,,,1983,,https://nurulislam.org/about/,,,,,2123
890,Islamic Center of Broward,9000 Nw 44th st,Fort Lauderdale,FL,33351,,,,2009,,http://www.icbfl.com/1/about-us,,,,,1214
891,Islamic Center of Broward (ICB),9000 Northwest 44th Street,Sunrise,FL,33351,,,,,,,,,,,3049
892,Islamic Foundation of South Florida,5455 NW108th Ave,Sunrise,FL,33351,,,,1989,,"https://www.causeiq.com/organizations/islamic-foundation-of-south-florida,350522362/",,,,,1429
893,Isalmic Center of Palm Beach,101 Castlewood Dr.,North Palm Beach,FL,33408,,,,1996,,https://mcpbc.org/our-history/,,,,,1167
894,Islamic Institute of Palm beach County Masjid Al-Firdaus,1876 Donnell Road,West Palm Beach,FL,33409,,,,,,,,,,,3038
895,New Africa Muslim Community Center,3100 El Camino Real,West Palm Beach,FL,33409,,,,1985,,https://mcpbc.org/our-history/,,,,,2114
896,Muslim Community of Palm Beach,4883 Purdy Lane,West Palm Beach,FL,33415,,,,996,,https://mcpbc.org/our-history/,,,,,1371
897,Al-Iman Mosque,500 Se 9th st,Belle Glade,FL,33430,,,,2003,,https://pbcpao.gov/Property/Details?parcelId=04374341090050071,,,,,891
898,Islamic Center of Boca Raton,3489 Nw 5th ave,Boca Raton,FL,33431,,,,1998,,https://www.investigativeproject.org/activities/535/islamic-center-of-boca-raton-icbr,,,,,1207
899,Minaret Islamic Center of Boca Raton,3480 Northwest 5th Avenue,Boca Raton,FL,33431,,,,,,,,,,,3068
900,American Islamic Center of Florida,807 N Federal Hwy,Boca Raton,FL,33432,,,,2003,,https://www.mapquest.com/us/florida/american-islamic-center-of-florida-414306131,,,,,935
901,Assalam Center,1499 Northwest 4th Avenue,Boca Raton,FL,33432,,,,2008,,"https://ummah.events/acbr#:~:text=The%20number%20of%20the%20students,the%20end%20of%20March%202008.",,,,,580
902,zahed Quran Academy,123 Northwest 13th Street,Boca Raton,FL,33432,,,,,,,,,,,3067
903,Al-Amin Center of Florida,8101 South Military Trail,Boynton Beach,FL,33436,,,,2009,,https://search.sunbiz.org/Inquiry/CorporationSearch/SearchResults?InquiryType=EntityName&InquiryDirectionType=PreviousRecord&SearchTerm=ALAMIN%20AUTO%20SUPPLY%20LLC&SearchNameOrder=ALAMINCENTERIFLORIDA%20N180000078570&ListNameOrder=ALAMINAUTOSUPPLY%20L190001096400&Detail=FL.DOS.Corporations.Shared.Contracts.FilingRecord,,,,,870
904,MAQ Stadium Musalla,15621 U.S. 441,Delray Beach,FL,33446,,,,,,,,,,,3059
905,Baitul Mukarram Masjid,4665 Kirk Road,Lake Worth Beach,FL,33461,,,,,,,,,,,3079
906,Al Ikhlas Mosque / Masjid Tawad,6240 South Congress Avenue,Palm Beach County,FL,33462,,,,,,,,,,,3016
907,Islamic Center of Brandon,613 E Morgan st,Brandon,FL,33510,,,,1993,,,,,,,44
908,Isra Mosque,8527 Richmond Street,Gibsonton,FL,33534,,,,,,,,,,,3054
909,Noor Center & MasjidAnNoor (wesley chapel masjid),2250 Ashley Oaks Circle,Wesley Chapel,FL,33544,,,,,,,,,,,3039
910,Islamic Community of Wesley Chapel,19130 Livingston Avenue,Lutz,FL,33559,,,,,,,,,,,3075
911,Masjid Al Khaliq,1415 North Kingsway Road,Seffner,FL,33584,,,,,,,,,,,3034
912,Al-Rahma Mosque,9844 Skewlee Road,Thonotosassa,FL,33592,,,,,,,,,,,3042
913,Islamic Society of New Tampa/Dar-Us Salaam,15830 Morris Bridge Rd,Thonotosassa,FL,33592,,,,2013,,https://www.newtampamasjid.org/,,,,,2338
914,Islamic Society of Tampa Bay ISTABA,7326 E Sligh Ave,East Lake,FL,33592,,,,2017,,https://tampahistorical.org/items/show/197,,,,,504
915,The Deen Center,2802 Florida 60,Valrico,FL,33594,,,,,,,,,,,3040
916,Alhamdulillah Dawah and Community Education Center,722 West Doctor Martin Luther King Junior Boulevard,Tampa,FL,33603,,,,,,,,,,,3046
917,Masjid An Nasr,905 East Skagway Avenue,Tampa,FL,33604,,,,,,,,,,,3045
918,Islamic Education Center of Tampa,120 S Edison St,Tampa,FL,33606,,,,1993,,"https://www.causeiq.com/organizations/islamic-education-center-tampa,593205048/",,,,,1422
919,Masjid Omar Al Mokhtar,1307 E North st B,Tampa,FL,33606,,,,-,Information Without Year,https://www.masjidomaralmokhtar.org/about,,,,,1941
920,Omar Almoktar Mosque,1307 West North B Street,Tampa,FL,33606,,,,,,,,,,,3044
921,Madinatul Ilm Islamic Center,5013 Garden Lane,Tampa,FL,33610,,,,2009,,https://search.sunbiz.org/Inquiry/corporationsearch/SearchResultDetail?inquirytype=EntityName&directionType=PreviousList&searchNameOrder=MADINATULILM%20N090000005280&aggregateId=domnp-n09000000528-8094e4e7-ddfa-4e1d-9366-4a2c80edb69d&listNameOrder=MADINAT%20L130000592500,,,,,1536
922,Masjid Abu Bakr Al-Siddiq,11010 North 30th Street,Tampa,FL,33612,,,,2013,,"https://www.causeiq.com/organizations/abu-bakr-islamic-center,264821416/",,,,,1576
923,IEC Masjid of Tampa,4450 West Ohio Avenue,Tampa,FL,33614,,,,1987,,https://www.iecmasjid.org/,,,,,642
924,Masjid Al-Ansar,4334 E Waters ave,Tampa,FL,33614,,,,1992,,https://www.investigativeproject.org/mosques/386/islamic-community-of-tampa-inc-al-qassam-mosque,,,,,1643
925,Masjid Al-Qassam,5910 E 130th ave,Tampa,FL,33617,,,,1987,,https://www.investigativeproject.org/documents/case_docs/267.pdf,,,,,1737
926,The Muslim Connection -TMC,8080 North 56th Street,Tampa,FL,33617,,,,,,,,,,,3052
927,Umar Mosque,4801 East Busch Boulevard,Tampa,FL,33617,,,,,,,,,,,3043
928,Islamic Center of Gunn Hwy,4119 Gunn Highway,Tampa,FL,33618,,,,2026,,https://www.instagram.com/reel/DVuDhLYkXdM/,,,,,1254
929,Ismaili Jamatkhana,14362 Carlson Circle,Tampa,FL,33626,,,,-,No Basic Information,,,,,,405
930,Islamic Society Of Saint Petersburg,2401 5th Street South,St. Petersburg,FL,33705,,,,,,,,,,,3050
931,Masjid Al Sunnah,2401 6th st S,st Petersburg,FL,33705,,,,1992,,"https://ispc-fl.org/index.php/about-us/#:~:text=The%20ISPC%20was%20founded%20in%201992%20by,which%20means%20%22the%20servants%20of%20the%20Most-Merciful%22",,,,,1629
