Mosque_ID,Name,Street,City,State,ZCTA,Latitude,Longitude,Urbanization_Cat,Year_Est,Status,Source,Transit_score,Walk_score,NND,NRI,Reference_ID,geocode_method,HH_Income,Poverty_Rate,HH_Size
695,Muhammad Islamic Center of Greater Hartford,"155,157 Hungerford Street",Hartford,CT,06106,41.75806545584,-72.685979789205,,1955,,https://micgh.org/,76.0,92.0,,,730.0,census_geocoder,46304,27.344609256561935,2.30
696,Islamic Institute of Ahl Al-Bait,994 Tolland st,East Hartford,CT,06108,41.787371491218,-72.59047059186,,-,No Basic Information,(860) 649-8074,,34.0,,,1434.0,census_geocoder,56663,13.80952380952381,2.50
697,Masjid Al Mustafa,20 Church st,East Hartford,CT,06108,41.778688929997,-72.609169945707,,-,Information Without Year,,84.0,97.0,,,1189.0,census_geocoder,56663,13.80952380952381,2.50
698,Bosnian-American Islamic Cultural Center,595 Franklin Avenue,Hartford,CT,06114,41.732099986142,-72.67452623902,,2004,,http://www.hartfordinfo.org/Issues/Documents/Neighborhoods/htfd_news_080107.asp,43.0,80.0,,,660.0,census_geocoder,52110,24.92267746000229,2.66
699,Masjid Umar Ibn Al Khattab,2017 Main Street,Hartford,CT,06120,41.781790695235,-72.676138597811,,2014,,https://masjidumarct.com/about,53.0,76.0,,,380.0,census_geocoder,34830,38.091922005571035,2.53
700,Muhammad Mosque #14 (Masjid Salam),2550 Main St,Hartford,CT,06120,41.788981377707,-72.671895609109,,2005,,"https://religionnews.com/2007/02/28/hartford-mosque-mirrors-evolution-of-american-islam/#:~:text=Christopher%20S.,when%20the%20mosque%20was%20formed.",44.0,69.0,,,2772.0,census_geocoder,34830,38.091922005571035,2.53
701,Islamic Center of Willimantic,6 Storrs Rd #3,Willimantic,CT,06226,41.728347368835,-72.201393793798,,-,Information Without Year,https://icwct.org/icw/,,47.0,,,735.0,census_geocoder,47162,22.996042294287907,2.36
702,Islamic Center at UConn,28 North Eagleville Road,Storrs,CT,06269,41.811489070549,-72.252021268222,,2000,,https://icuc.weebly.com/,,41.0,,,654.0,census_geocoder,-666666666,83.41708542713567,1.99
703,Islamic Center of University of Connecticut,28 N Eagleville Rd,Storrs,CT,06269,41.811489070549,-72.252021268222,,2001,,https://icuc.weebly.com/,,41.0,,,2314.0,census_geocoder,-666666666,83.41708542713567,1.99
704,Islamic Center of New London,16 Fort st,Groton,CT,06340,41.35478591304,-72.082594715064,,1994,,https://prayersconnect.com/mosques/84074159-islamic-center-of-new-london-groton-connecticut-united-states,,51.0,,,68.0,census_geocoder,81792,12.706206506764634,2.19
705,ICOP- Islamic Center of Preston (Norwich Masjid),128 CT-2,Preston,CT,06365,41.5020631,-72.0379425,,2024,,https://icopct.com/about/,,4.0,,,2765.0,nominatim,117045,2.40033395950741,2.47
706,Masjid Samiya,95 Bishop Williams Ct,Ansonia,CT,06401,41.337537789517,-73.076364922274,,2017,,http://ansoniamasjid.org,,72.0,,,2766.0,census_geocoder,86178,9.274506757806432,2.66
707,Masjid Al-Rawdah,189 East Main Street,Meriden,CT,06450,41.535478413574,-72.797094803005,,2011,,https://www.rawdatalquran.org/pages/about.php,48.0,84.0,,,753.0,census_geocoder,71250,13.134047646187167,2.40
708,Mosque Baitul Aman,410 Main Street,Meriden,CT,06451,41.520354048078,-72.840077545943,,2007,,https://themuslimtimes.info/2015/11/21/several-bullet-holes-were-found-inside-the-ahmadiyyas-baitul-aman-mosque-in-meriden/,21.0,44.0,,,2053.0,census_geocoder,71255,13.292317655630212,2.46
709,Islamic Center Middletown,1000 Newfield Street,Middletown,CT,06457,41.585660463437,-72.674083108389,,-,No Basic Information,,,27.0,,,2771.0,census_geocoder,79463,11.968419581722484,2.09
710,Omar Islamic Center,24 Broad Street,Middletown,CT,06457,41.557096199017,-72.649989257719,,2020,,https://www.middletownpress.com/middletown/article/Middletown-welcomes-new-mosque-and-congregation-15002706.php,,90.0,,,379.0,census_geocoder,79463,11.968419581722484,2.09
711,Islamic Community of Fairfield County Monroe Masjid,57 Pepper St,Monroe,CT,06468,41.32222052919,-73.259741529141,,1976,,"https://www.causeiq.com/organizations/islamic-community-of-fairfield-county,060934625/",,38.0,,,1507.0,census_geocoder,157250,2.637164385015388,3.04
712,Al-Hedaya Islamic Center and Mosque,115 Mt Pleasant Rd,Newtown,CT,06470,41.417131714027,-73.356748322293,,2009,,https://patch.com/connecticut/newtown/a-ramadan-dinner-for-the-whole-newtown-community,,28.0,,,2768.0,census_geocoder,153238,3.6751121667986277,2.78
713,New Haven Islamic Center - NHIC - Orange Masjid,254 Bull Hill Ln,Orange,CT,06477,41.274203611701,-72.987962765914,,1980,,https://nhicct.org/,,58.0,,,2313.0,census_geocoder,142325,3.948660401178286,2.65
714,Jafaria Association of Connecticut,1 Meriden,Rockfall,CT,06481,41.549130480372,-72.694393946627,,1997,,,,28.0,,,115.0,census_geocoder,84674,13.953488372093023,2.56
715,Islamic Center of Wallingford,164 S Whittlesey Ave,Wallingford,CT,06492,41.450493703092,-72.823187793721,,2019,,https://www.facebook.com/donate/2256165377762034/,,79.0,,,83.0,census_geocoder,105061,5.339154558064442,2.35
716,Masjid Al-Islam,624 George Street,New Haven,CT,06511,41.309242516504,-72.943109367012,,1987,,https://masjidal-islam.com/about,54.0,81.0,,,747.0,census_geocoder,59969,22.884760486979218,2.16
717,Diyanet Mosque of New Haven,531 Middletown Ave,New Haven,CT,06513,41.330408407671,-72.875159163123,,,,,42.0,51.0,,,2759.0,census_geocoder,48500,21.36630169685019,2.42
718,Abdul-Majid Karim Hasan Islamic Center,870 Dixwell Avenue,Hamden,CT,06514,41.336952289239,-72.935247167206,,1961,,"https://www.newhavenindependent.org/2019/11/05/muslim_peacemaker_dies_at_83/#:~:text=A%20former%20jazz%20musician%2C%20he,for%20Imam%20Hasan%20in%202010.",,74.0,,,577.0,census_geocoder,88900,10.572071722424901,2.38
719,Islamic Center of Hamden,60 Connolly Pkwy Suite 17-212,Hamden,CT,06514,41.366697868083,-72.918374042535,,1998,,"https://www.islamiccenterofhamden.org/about/history#:~:text=1998:%20First%20Steps%20Towards%20the,$500.00/month%20including%20all%20utilities.",,73.0,,,55.0,census_geocoder,88900,10.572071722424901,2.38
720,Mevlana Mosque & camii (CT Education Center),546 Ocean ave,West Haven,CT,06516,41.2400470444,-72.971775703232,,1993,,https://prayersconnect.com/mosques/84048947-mevlana-mosque-west-haven-connecticut-united-states,,22.0,,,2039.0,census_geocoder,74382,14.121399574714866,2.47
721,West Haven Masjid/New Haven Islamic Center,2 Pruden Street,West Haven,CT,06516,41.289302308568,-72.961725091985,,1978,,https://www.mapquest.com/us/connecticut/new-haven-islamic-center-403406219,,71.0,,,748.0,census_geocoder,74382,14.121399574714866,2.47
722,Islamic Center of Hamden,698 Newhall St,Hamden,CT,06517,41.342595099739,-72.926147056599,,2000,,http://www.islamiccenterofhamden.org/about/history,,54.0,,,2760.0,census_geocoder,104550,8.577910109173402,2.31
723,Al-Aziz Islamic Center,679 Fairfield Ave,Bridgeport,CT,06604,41.175025132107,-73.198130915151,,-,Information Without Year,https://www.yelp.com/biz/al-aziz-islamic-center-bridgeport,57.0,88.0,,,876.0,census_geocoder,50026,22.591811168985295,2.41
724,Islamic Community Center,703 State St,Bridgeport,CT,06604,41.173853319018,-73.197979185352,,2002,,https://www.mybicc.org/about/history/,56.0,88.0,,,269.0,census_geocoder,50026,22.591811168985295,2.41
725,University of Bridgeport Masjid,170 Lafayette st,Bridgeport,CT,06604,41.165695348987,-73.187235601334,,2002,,,41.0,63.0,,,2222.0,census_geocoder,50026,22.591811168985295,2.41
726,Bridgeport Islamic Community Center,525 Clinton ave,Bridgeport,CT,06605,41.174299643872,-73.209639171763,,2005,,https://www.mybicc.org/about/history/,45.0,78.0,,,20.0,census_geocoder,56179,25.66488330619524,2.47
727,Masjid An-Noor,1300 Fairfield ave,Bridgeport,CT,06605,41.173905921621,-73.20845539859,,1991,,http://anif.us/about-us/,45.0,83.0,,,154.0,census_geocoder,56179,25.66488330619524,2.47
728,Masjid Esa Bin Mariam,390 E Main st,Stratford,CT,06614,41.205223124821,-73.118457233116,,2003,,http://www.stratfordmasjid.com/,,74.0,,,1864.0,census_geocoder,110943,4.575144917291107,2.60
729,United Muslim Masjid CT,3125 North Main Street,Waterbury,CT,06704,41.59985046391,-73.02343741307,,1998,,https://www.ummct.com,26.0,7.0,,,2763.0,census_geocoder,48718,31.847822629385757,2.68
730,Al-Mustafa Mosque (Masjid Al-Mustafa & Academy),95 Schraffts Dr,Waterbury,CT,06705,41.540716183211,-72.989425963767,,2017,,https://iasconnect.org/,31.0,56.0,,,2309.0,census_geocoder,53954,19.217067605972062,2.33
731,Assalam Mosque,130 Scott Rd,Waterbury,CT,06705,41.5389016,-72.9925736,,2025,,https://waterburyicc.org/new-masjid-project/,30.0,63.0,,,2764.0,nominatim,53954,19.217067605972062,2.33
732,Masjid al-Mustafa,120 Schraffts Dr.,Waterbury,CT,06705,41.540609225258,-72.990923403742,,2017,,https://iasconnect.org/,31.0,56.0,,,147.0,census_geocoder,53954,19.217067605972062,2.33
733,Albanian American Muslim Community,38 Raymond Street,Waterbury,CT,06706,41.529634311759,-73.036027224464,,1969,,https://www.aac-ct.org/aboutus.html,32.0,58.0,,,744.0,census_geocoder,52242,25.62068743148256,2.81
734,Albanian American Cultural and Islamic Center,106 Columbia Blvd,Waterbury,CT,06710,41.568389952258,-73.042792607883,,1988,,,36.0,47.0,,,5.0,census_geocoder,37191,31.93112692030106,2.50
735,United Muslim Masjid,132 Prospect st,Waterbury,CT,06710,41.560190292609,-73.040179838258,,1991,,https://www.launchgood.com/v4/campaign/expansion_of_united_muslim_masjid_waterbury_ct_2,58.0,84.0,,,220.0,census_geocoder,37191,31.93112692030106,2.50
736,American Turkish Islamic Cultural Center,94 North Main Street,Thomaston,CT,06787,41.676097721106,-73.070828757972,,-,No Basic Information,,,60.0,,,2770.0,census_geocoder,103102,2.3373848003205557,2.42
737,Al Hedaya Islamic Center,18 Great Plain rd,Danbury,CT,06810,41.371791257142,-73.503244574202,,2009,,,,55.0,,,133.0,census_geocoder,76933,14.453032645266891,2.59
738,Baitul Mukarram Masjid,339 Main Street,Danbury,CT,06810,41.398104539231,-73.456203057536,,2011,,https://patch.com/connecticut/danbury/ramadan-begins-monday-with-prayers-at-new-main-street-mosque,,85.0,,,977.0,census_geocoder,76933,14.453032645266891,2.59
739,Baitul Mukarram Masjid - Islamic Center & Mosque in Danbury Connecticut,330 Main St,Danbury,CT,06810,41.39798476868,-73.456263817005,,2019,,https://www.newstimes.com/local/article/Danbury-mosque-aims-to-buy-to-bigger-space-14571842.php,,90.0,,,2761.0,census_geocoder,76933,14.453032645266891,2.59
740,Danbury Masjid - Islamic Society of Western Connecticut,388 Main St,Danbury,CT,06810,41.401813974079,-73.458989711291,,1995,,http://danburymasjid.com/about,,82.0,,,2315.0,census_geocoder,76933,14.453032645266891,2.59
741,Al Madany Islamic Center of Norwalk,1 Union Park S,Norwalk,CT,06850,41.115636873298,-73.417751137065,,1999,,https://www.ctpost.com/local/article/proposed-mosque-in-norwalk-draws-controversy-3462899.php,54.0,90.0,,,2310.0,census_geocoder,123633,8.102857727110067,2.40
742,Al-Madany Islamic Center of Norwalk,4 Elton Ct.,Norwalk,CT,06851,41.109037328876,-73.408094812588,,2016,,https://www.thehour.com/news/article/Power-struggle-at-Norwalk-mosque-13509663.php,56.0,60.0,,,2.0,census_geocoder,111341,8.132399653479643,2.43
743,ICCNY Islamic Center Masjid,1558 Washington Boulevard,Stamford,CT,06902,41.06085124803,-73.543949997892,,2001,,https://www.iccnystamford.com/,64.0,89.0,,,647.0,census_geocoder,94843,12.002261975366537,2.51
744,Islamic Society of Stamford,82 Harbor Dr.,Stamford,CT,06902,41.037640345795,-73.529658716569,,-,Information Without Year,(203) 323-4911,32.0,55.0,,,1488.0,census_geocoder,94843,12.002261975366537,2.51
745,Stamford Islamic Center,10 Outlook St,Stamford,CT,06902,41.041251313361,-73.559529971682,,1998,,https://www.stamfordadvocate.com/news/article/Stamford-Islamic-Center-mourns-the-loss-of-one-of-17275373.php,47.0,75.0,,,214.0,census_geocoder,94843,12.002261975366537,2.51
746,Stamford Islamic Center ,379 West Ave,Stamford,CT,06902,41.041610592509,-73.559031349183,,1998,,https://www.stamfordadvocate.com/news/article/Stamford-Muslims-mark-Ramadan-with-new-mosque-4653542.php,47.0,76.0,,,2755.0,census_geocoder,94843,12.002261975366537,2.51
747,Alhedayah Masjid & Islamic Center,20 Cushing Street,Stamford,CT,06907,41.093059369002,-73.517670320638,,-,No Basic Information,,41.0,76.0,,,369.0,census_geocoder,106379,9.879379666858128,2.46
748,Center DC,1426 9 Street Northwest,Washington,DC,20001,38.908887248588,-77.024042339183,,2015,,https://centerdc.org/who-we-are,85.0,95.0,,,,census_geocoder,138059,13.51672650324544,1.73
749,Masjid Muhammad,1519 4 Street Northwest,Washington,DC,20001,38.910145137474,-77.016087578983,,1960,,https://thenationsmosque.org/about/,82.0,71.0,,,,census_geocoder,138059,13.51672650324544,1.73
750,Ivy City Mosque,2001 Gallaudet Street Northeast,Washington,DC,20002,38.913635105418,-76.985084635115,,"
",Information Without Year,https://prayersconnect.com/mosques/84038553-ivy-city-masjid-washington-district-of-columbia-united-states,57.0,81.0,,,,census_geocoder,120337,14.245102454402161,1.97
751,American Fazl Mosque,2141 Leroy Place Northwest,Washington,DC,20008,38.915549570452,-77.047642436724,,1950,,https://fazlmosque.us/,77.0,96.0,,,,census_geocoder,125212,7.991963768856198,1.74
752,Islamic Center of Washington DC,2551 Massachesetts Avenue Northwest,Washington,DC,20008,38.916703209874,-77.056772030283,,1957,,https://www.archnet.org/sites/358,69.0,55.0,,,,census_geocoder,125212,7.991963768856198,1.74
753,First Hijrah Muslim Community Center,4324 Georgia Avenue Northwest,Washington,DC,20011,38.943202213939,-77.025933636356,,2010,,https://www.archnet.org/sites/10422,72.0,95.0,,,,census_geocoder,110309,12.559298266551302,2.40
754,Markaz Ahlul Qur'an Wal Hadeeth,3415 18 Street Northeast,Washington,DC,20018,38.932306039995,-76.979478445081,,2004,,https://www.18thstreetmasjid.com/,59.0,75.0,,,,census_geocoder,90639,14.940383618455158,2.10
755,Al-Islam Mosque,4603 Benning Road Southeast,Washington,DC,20019,38.886364119432,-76.936157938369,,"
",No Basic Information,"
",65.0,64.0,,,,census_geocoder,58296,26.168417372511005,2.37
756,Ar Rashidun Community Center,1605 Kenilworth Avenue Northeast,Washington,DC,20019,38.9113147,-76.9343543,,"
",Information Without Year,https://www.mapquest.com/us/district-of-columbia/ar-rashidun-community-center-380872647,64.0,47.0,,,,nominatim,58296,26.168417372511005,2.37
757,Muhammad Mosque #4,3160 Pennsylvania Avenue Southeast,Washington,DC,20020,38.869777282454,-76.961413077961,,1960,,"https://www.washingtoninformer.com/masjid-muhammad-renovation-dc/#:~:text=The%20mosque%20was%20founded%20in%201937%20by,*%20Boy%20Scouts%20troop%20*%20Chess%20club",62.0,74.0,,,,census_geocoder,54032,30.023103507532507,2.26
758,Georgetown University: Masjid Yarrow Mamout,1350 Tondorf Road,Washington,DC,20057,38.9083416,-77.0741068,,2023,,https://www.georgetown.edu/news/georgetown-opens-first-of-its-kind-mosque-on-a-u-s-college-campus/,67.0,83.0,,,,nominatim,-666666666,100.0,-666666666.00
759,Glasgow Mosque & Education Center,2555 Glasgow Ave,Newark,DE,19702,39.600163566242,-75.743271175105,,1980,,https://daglasgow.org/about-us/,,49.0,,,2325.0,census_geocoder,92446,7.8887270504036975,2.62
760,Masjid Isa ibn-e-Maryam Foundation,706 S Old Baltimore Pike,Newark,DE,19702,39.646018501344,-75.71579887104,,2011,,https://prayersconnect.com/mosques/84093249-masjid-isa-ibn-e-maryam-tarbiyah-school-newark-delaware-united-states,,36.0,,,1896.0,census_geocoder,92446,7.8887270504036975,2.62
761,Baitul Hidayah Mosque,3003 Philadelphia Pike,Claymont,DE,19703,39.796961476463,-75.464728468844,,2013,,https://masjidulhidayah.org/index.php/about-the-masjid-ul-hidayah/,,73.0,,,2328.0,census_geocoder,76939,10.084251458198315,2.21
762,MUNA Center of Delaware (MCD) Masjid Ar-Rahman,301 Commonwealth Ave,Claymont,DE,19703,39.801186916758,-75.466069541335,,2021,,"https://www.causeiq.com/organizations/muna-center-of-delaware,873524885/",,60.0,,,2329.0,census_geocoder,76939,10.084251458198315,2.21
763,Masjid Al-Noor-Middletown,486 Boyds Corner Rd,Middletown,DE,19709,39.511360961788,-75.703364852904,,2005,,https://masjidal-noor.org/About/About,,2.0,,,2731.0,census_geocoder,132956,5.049929756616168,2.85
764,Islamic Society of Delaware,28 Salem Church Rd #2934,Newark,DE,19713,39.6741435398,-75.697284726028,,1977,,https://spotlightdelaware.org/2025/04/03/our-delaware-islamic-society-of-delaware/,,49.0,,,2316.0,census_geocoder,76493,12.398514281957729,2.43
765,Rawdah Islamic Center of Delaware,18 Shea Way,Newark,DE,19713,39.652665550383,-75.727142586118,,2020,,https://www.rawdahislamiccenterofdelaware.com/about,,21.0,,,2323.0,census_geocoder,76493,12.398514281957729,2.43
766,Diyanet Mosque of Delaware,249 Appleby Rd #5403,New Castle,DE,19720,39.651705765931,-75.632608150838,,2013,,https://directory.alfafaa.com/listing/diyanet-mosque-of-delaware/,,23.0,,,2318.0,census_geocoder,75403,10.924887347229877,2.61
767,Masjid al-Ikhlaas,623-1/2 S Heald St,Wilmington,DE,19801,39.733483422884,-75.540855665882,,-,Information Without Year,,56.0,56.0,,,2322.0,census_geocoder,52810,25.37166728099275,1.96
768,Ar-Razzaaq Mosque,2800 N Market St,Wilmington,DE,19802,39.75525748347,-75.533971155929,,2005,,https://www.dncr.nc.gov/blog/2026/01/14/ar-razzaq-islamic-center-g-148,45.0,76.0,,,2319.0,census_geocoder,53812,22.04401494234205,2.35
769,Masjid Al Kauthar,2102 Northeast Blvd,Wilmington,DE,19802,39.746473043529,-75.530876719946,,1957,,https://en.wikipedia.org/wiki/Islam_in_Delaware,40.0,62.0,,,1606.0,census_geocoder,53812,22.04401494234205,2.35
770,Muhammad Mosque 35,2800 Washington St,Wilmington,DE,19802,39.758083484386,-75.536072650432,,-,No Basic Information,https://www.facebook.com/Mosque35/,45.0,75.0,,,2326.0,census_geocoder,53812,22.04401494234205,2.35
771,Tri-State Bab-ul-ilm Islamic Center of Delaware,1413 Lore Ave,Wilmington,DE,19809,39.75816741291,-75.494981904993,,1982,,https://banihashim.org/about/,,29.0,,,2327.0,census_geocoder,81288,12.162828368194942,2.32
772,Baitul Aman by MSD,2219 Naamans Rd,Wilmington,DE,19810,39.8256543984,-75.505916938533,,2000,,https://prayersconnect.com/mosques/84036539-masjid-baitul-aman-wilmington-delaware-united-states,,44.0,,,2324.0,census_geocoder,112775,4.58446164994851,2.47
773,Islamic Society of Central Delaware,777 S Little Creek Rd,Dover,DE,19901,39.157318447559,-75.506759603976,,2004,,"https://www.causeiq.com/organizations/islamic-society-of-centeral-delaware,582674082/",29.0,59.0,,,2317.0,census_geocoder,66388,14.197283200550237,2.50
774,Islamic Center of Eastern Shore,25159 Lewes Georgetown Hwy,Georgetown,DE,19947,38.721386832398,-75.29850268114,,2021,,"https://www.causeiq.com/organizations/islamic-center-of-eastern-shore,861435795/",,75.0,,,2320.0,census_geocoder,71229,11.677992681651855,2.87
775,Islamic Society of Smyrna,310 N Main St,Smyrna,DE,19977,39.303793203059,-75.610586164322,,2025,,https://www.smyrna.delaware.gov/DocumentCenter/View/3255/BOA-Agenda-11525?bidId=,,75.0,,,2321.0,census_geocoder,76826,9.499549320061137,2.74
776,Islamic Center of Lake City,7876 West US Highway 90,Lake City,FL,32055,30.195692567854,-82.758243380932,,-,No Basic Information,,,2.0,,,1271.0,census_geocoder,61111,18.166814028882992,2.57
777,Islamic Center of Orange Park,158 College Dr.,Orange Park,FL,32065,30.127935464031,-81.775405603011,,2013,,https://prayersconnect.com/mosques/84065068-islamic-center-of-orange-park-orange-park-florida-united-states,,48.0,,,1315.0,census_geocoder,97455,10.408454450920171,2.84
778,Islamic Center of st Augustine,1760 Sr-207,st Augustine,FL,32084,29.844723450363,-81.362927049117,,1995,,https://www.islamiccenterstaugustine.org/,,17.0,,,1350.0,census_geocoder,73837,15.017026740356165,2.34
779,Islamic Center of Palm Coast,4721 East Moody Boulevard,Bunnell,FL,32110,29.4748822,-81.2465848,,,,,,34.0,,,3065.0,nominatim,57485,16.65628891656289,2.64
780,Islamic Center of Daytona Beach,347 South Keech Street,Daytona Beach,FL,32114,29.200533785651,-81.034695849081,,1986,,https://www.islamiccenterofdaytonabeach.com/about,32.0,68.0,,,751.0,census_geocoder,41736,27.493840419483227,2.11
781,Mosque 66,3316 North Pearl Street,Jacksonville,FL,32206,30.358650560935,-81.658116356635,,,,,40.0,57.0,,,3091.0,census_geocoder,39242,32.512778332647905,2.31
782,Muhammed Mosque,320 Woodbine Street,Jacksonville,FL,32206,30.363073599884,-81.657861488528,,,,,41.0,59.0,,,3092.0,census_geocoder,39242,32.512778332647905,2.31
783,Islamic Community of Bosniaks In Jacksonville,2131 Art Museum Dr.,Jacksonville,FL,32207,30.301661847173,-81.614516847868,,2015,,"https://www.causeiq.com/organizations/islamic-community-of-bosniaks-al-hajj-feriz-delkic,593697668/",35.0,45.0,,,1394.0,census_geocoder,65234,13.014016776414655,2.18
784,Al Amir Islami Center,5045 Soutel Drive,Jacksonville,FL,32208,30.397291800724,-81.726093355094,,,,,36.0,45.0,,,3086.0,census_geocoder,41324,28.398110702929646,2.44
785,Jacksonville Masjid of Al-Islam,2242 Commonwealth Ave,Jacksonville,FL,32209,30.336506944388,-81.700450801439,,1996,,https://prayersconnect.com/mosques/84090654-masjid-of-al-islam-jacksonville-florida-united-states,33.0,38.0,,,1496.0,census_geocoder,30514,38.629357363054304,2.33
786,Al Zahra Islamic Center,707 Mill Creek Road,Jacksonville,FL,32211,30.326412706843,-81.560077411985,,,,,,32.0,,,3087.0,census_geocoder,57021,22.867768595041323,2.59
787,Masjid Al Imman,1730 Rogero Road,Jacksonville,FL,32211,30.339294752576,-81.589233882297,,,,,26.0,64.0,,,3089.0,census_geocoder,57021,22.867768595041323,2.59
788,Islamic Center of Orange Park,7821 Collins Road,Jacksonville,FL,32244,30.203931083194,-81.774018102167,,,,,0.0,6.0,,,3088.0,census_geocoder,62204,16.201524588345297,2.52
789,Dar Al-Hijra,3507 Southside Boulevard,Jacksonville,FL,32246,30.281493412115,-81.559221037073,,,,,,54.0,,,3090.0,census_geocoder,80963,11.585463386544676,2.50
790,Islamic Center of Northeast Florida,2333 St Johns Bluff Rd S,Jacksonville,FL,32246,30.307842718684,-81.52582854892,,1978,,https://findyourjax.com/discover-your-roots-the-middle-eastern-community-spotlight/,21.0,27.0,,,2331.0,census_geocoder,80963,11.585463386544676,2.50
791,NAC - Nabi Akram Center,1840 Anniston Road,Jacksonville,FL,32246,30.317985653946,-81.541835218472,,,,,,39.0,,,3093.0,census_geocoder,80963,11.585463386544676,2.50
792,Ahmadiyya Muslim Community Jacksonville,507 Cassat Avenue,Jacksonville,FL,32254,30.319786683273,-81.730716999134,,,,,34.0,62.0,,,3085.0,census_geocoder,34953,33.98655000361559,2.53
793,Baymeadows Islamic Center,8225 Dix Ellis Trail,Jacksonville,FL,32256,30.219789867972,-81.572834912366,,1996,,https://bicjax.com/sample-page/,33.0,39.0,,,680.0,census_geocoder,73570,9.452346092170396,2.06
794,Masjid Al-Ansar,9801 Old Baymeadows rd Bldg 2 Apt. 17,Jacksonville,FL,32256,30.219232189524,-81.555924253475,,-,No Basic Information,,33.0,78.0,,,1644.0,census_geocoder,73570,9.452346092170396,2.06
795,Momin Community Center,6192 Race Track Road,St. Johns County,FL,32259,30.102715084125,-81.488234922708,,2025,,https://www.momincc.org/,,22.0,,,438.0,census_geocoder,150736,2.8055465978716545,3.13
796,Masjid Al-Furqan,3617 Old Bainbridge rd,Tallahassee,FL,32303,30.501436237129,-84.338637526957,,2008,,https://prayersconnect.com/mosques/84088925-masjid-al-furqan-islamic-center-of-tallahassee-tallahassee-florida-united-states,28.0,20.0,,,1665.0,census_geocoder,62275,17.816731777422422,2.22
797,Al Ansar Mosque,1020 E Pensacola Ave,Tallahasse,FL,32304,,,,2008,,https://prayersconnect.com/mosques/84064187-masjid-al-ansar-islamic-center-of-tallahassee-tallahassee-florida-united-states,48.0,73.0,,,851.0,,32348,48.71594778660613,2.17
798,Masjid Al Nahal,115 Bragg Dr.,Tallahasse,FL,32304,30.403976751182,-84.284491111238,,1989,,,,45.0,,,1610.0,census_geocoder,32348,48.71594778660613,2.17
799,Masjid Al-Nahl,123 Bragg Drive,Tallahassee,FL,32305,30.404019403729,-84.284609631994,,,,,34.0,34.0,,,3048.0,census_geocoder,48045,20.99050417082,2.52
800,Masjid Al-Noor (Islamic Society of Tallahassee),7117 Beech Ridge Trail,Tallahassee,FL,32312,30.567267752667,-84.213694193595,,,,,,37.0,,,3047.0,census_geocoder,123032,5.226174791392182,2.58
801,Bay County Islamic Society,3312 Token rd,Panama City,FL,32405,30.20800372879,-85.670606777014,,1984,,https://www.facebook.com/BayCountyIslamicSoc/,,7.0,,,981.0,census_geocoder,73373,16.696784752292952,2.36
802,Al-Hidaya Mosque,16865-16995 Northwest Charlie Johns Street,Blountstown,FL,32424,30.44636815349,-85.049204803725,,-,No Basic Information,,,46.0,,,1684.0,census_geocoder,51398,20.082107423879574,2.47
803,ICNA Masjid Dawah,800 County Road 10,Bonifay,FL,32425,,,,,,,,8.0,,,3066.0,,46667,17.35216385860588,2.45
804,Al-Islam Dawah Center,1550 E Barrancas ave,Pensacola,FL,32504,30.408042757059,-87.234762615026,,1989,,https://www.bloomberg.com/profile/company/0015836D:US?embedded-checkout=true,,47.0,,,892.0,census_geocoder,72672,6.610401459854015,2.23
805,Islamic Center of Northwest Florida,3445 E Johnson ave,Pensacola,FL,32514,30.517105489437,-87.194773520319,,2000,,"https://www.causeiq.com/organizations/islamic-center-of-northwest-florida,593629924/",,12.0,,,71.0,census_geocoder,66644,14.244698534226567,2.24
806,Islamic Center of Gainesville,1010 E University Aveue,Gainesville,FL,32601,29.651998945184,-82.313104484221,,1984,,https://www.iqrasense.com/islam-in-america/muslims-in-gainesville-florida-usa-islamic-centers-and-mosques.html,,70.0,,,1245.0,census_geocoder,30352,48.47483237321749,2.01
807,Hoda Center,5220 SW 13th St,Gainesville,FL,32610,29.60445204068,-82.342101082031,,-,,https://www.mapquest.com/us/florida/hoda-academy-276296047,,9.0,,,311.0,census_geocoder,-666666666,,-666666666.00
808,Muslim Community Center of Apopka (MCCA),458 Oakland Avenue,Apopka,FL,32703,28.672231501879,-81.503184526376,,,,,37.0,68.0,,,3069.0,census_geocoder,72880,15.430943550307937,2.75
809,Islamic Center of Deltona,410 Summerhaven Dr,DeBary,FL,32713,28.89877517827,-81.284678944334,,2010,,https://prayersconnect.com/mosques/84064611-islamic-center-of-deltona-debary-florida-united-states,,38.0,,,2729.0,census_geocoder,88500,5.317980046587263,2.40
810,DeLand Islamic Center,1271 Keith Avenue,DeLand,FL,32720,29.006883651897,-81.320329900024,,,,,,21.0,,,3060.0,census_geocoder,68830,13.50441244774733,2.59
811,Masjid Al-Hakim,1350 Gilpin Ct.,Deltona,FL,32725,28.9007276441,-81.269665211345,,-,No Basic Information,,,32.0,,,1674.0,census_geocoder,73152,11.159122616648581,2.77
812,Tavares Islamic Center,2824 South Grove Street,Eustis,FL,32726,28.825625489051,-81.683951673346,,,,,,47.0,,,3058.0,census_geocoder,63152,11.062476772515176,2.27
813,HMCC Heathrow Muslim Community Center,1325 South International Parkway,Lake Mary,FL,32746,28.754526970676,-81.366723999344,,,,,,41.0,,,3082.0,census_geocoder,104775,5.923930610925547,2.43
