Mosque_ID,Name,Street,City,State,ZCTA,Latitude,Longitude,Urbanization_Cat,Year_Est,Status,Source,Transit_score,Walk_score,NND,NRI,Reference_ID,geocode_method
1156,Shafia Islamic and Cultural Center,1425 University Avenue,Des Moines,IA,50325,41.600481013416,-93.636456032756,,2014,,"https://comparisonproject.wp.drake.edu/9-14-meet-my-religious-neighbor-shafia-islamic-and-cultural-center/#:~:text=The%20visit%20will%20be%20held,the%20congregation%20who%20worships%20there.",46,65,,,761.0,census_geocoder
1157,BIAW,3411 Marigold Dr,Waterloo,IA,50701,42.434007025116,-92.290905752957,,-,No Basic Information,,18,8,,,2385.0,census_geocoder
1158,Islamic Foundation of Iowa,330 South st,Waterloo,IA,50701,42.493861642248,-92.346373240283,,2006,,"https://www.causeiq.com/organizations/islamic-foundation-of-iowa,202941534/",33,78,,,1428.0,census_geocoder
1159,Masjid Al Noor,2110 Sager ave,Waterloo,IA,50701,42.498121622327,-92.394203925834,,1984,,https://masjidalnooriowa.org/history/,26,39,,,1612.0,census_geocoder
1160,Mosque of Sioux City,1219 Jones st,Sioux City,IA,51105,42.503549781582,-96.400990008259,,2000,,"https://www.causeiq.com/organizations/mosque-of-sioux-city,421500653/",35,73,,,2060.0,census_geocoder
1161,Tri-State Islamic Center (TIC Mosque in Dubuque),4980 Radford Ct,Dubuque,IA,52002,42.504774188966,-90.749432585331,,2016,,https://tristateislamic.center/about/,19,33,,,2383.0,census_geocoder
1162,Iowa City Mosque (Masjid Al-Iman),1812 West Benton Street,Iowa City,IA,52246,41.649695133757,-91.565120834193,,1999,,https://www.iowacitymosque.org/about-us.html,33,40,,,763.0,census_geocoder
1163,Muslim American Society of Iowa,2121 North Towne Lane Ne,Cedar Rapids,IA,52402,42.032909403973,-91.671021705155,,1993,,https://masiowa.org/about-us,22,63,,,2075.0,census_geocoder
1164,Islamic Center of Cedar Rapids,2999 1st Avenue West,Cedar Rapids,IA,52405,41.968797820219,-91.710697622467,,1972,,https://www.crmosque.org/history,26,46,,,702.0,census_geocoder
1165,Mother Mosque of America,1335 Ninth St Nw,Cedar Rapids,IA,52405,41.985854883112,-91.684471718338,,1934,,https://mothermosque.org/,18,29,,,192.0,census_geocoder
1166,Muslim Community of Quad Cities,2115 Kimberly Rd,Bettendorf,IA,52722,41.54146831285,-90.522437407003,,1999,,"https://www.causeiq.com/organizations/the-muslim-community-of-the-quad-cities,421482262/",,50,,,2095.0,census_geocoder
1167,Islamic Society of Clinton County,1500 2nd ave S,Clinton,IA,52732,41.844642811167,-90.221593478288,,2000,,https://www.causeiq.com/directory/islamic-organizations-list/iowa-state/#search_section,23,18,,,1457.0,census_geocoder
1168,Pocatello Mosque,343 S 4th st No.3,Pocatello,ID,83201,42.864034617813,-112.442473231807,,2014,,https://www.idahostatejournal.com/members/southeast-idaho-muslims-fill-new-mosque/article_238249f4-4b86-11e4-83ae-539af4b376d1.html,,90,,,2136.0,census_geocoder
1169,Pocatello Mosque (Islamic Society of SE Idaho INC.),1513 S 5th Ave,Pocatello,ID,83201,42.855842131834,-112.431227179429,,1983,,"https://www.causeiq.com/organizations/islamic-society-of-north-america-islamic-society-o,820464954/",,45,,,2353.0,census_geocoder
1170,Islamic Center of Twin Falls,455 Addison ave,Twin Falls,ID,83301,42.563175283372,-114.471925516255,,2015,,https://www.gofundme.com/f/8bsfn68f,,65,,,1363.0,census_geocoder
1171,Idaho Falls Muslims,2060 S Woodruff Ave,Idaho Falls,ID,83404,43.478697728447,-112.000907720271,,2001,,https://realmo.com/property/2060-woodruff-ave-idaho-falls-id-83404-6396/us27-0311096,,57,,,2354.0,census_geocoder
1172,Islamic Center of Boise,1605 Kenilworth Avenue Northeast,Boise,ID,83704,,,,1996,,"https://pluralismarchive.hsites.harvard.edu/islamic-center-boise#:~:text=Today%2C%20the%20Boise%20Mosque%20and,all%20different%20types%20of%20cultures.",47,89,,,42.0,
1173,Imam Hussain Islamic Center,348 N Orchard St,Boise,ID,83706,43.6075126,-116.243385854097,,2015,,"https://www.causeiq.com/organizations/imam-hussain-islamic-center,471055568/",28,80,,,2355.0,census_geocoder
1174,Islamic Community of Bosniaks in Boise,6250 S Cloverdale Rd,Boise,ID,83709,43.546180768659,-116.334257957301,,2010,,http://30masjids.ca/30mosques-com-day-20-idaho-the-islamic-community-of-bosniaks-in-boise/,,35,,,2356.0,census_geocoder
1175,Islamic Society of Idaho - Abu Bakr Mosque,5813 W Franklin St,Boise,ID,83709,43.603244940972,-116.253876010654,,1991,,https://boisemuslims.org/about-us/,25,52,,,2352.0,census_geocoder
1176,Imam Al-Mahdi Islamic Center,4243 N Colverdale rd,Boise,ID,83713,43.643411452673,-116.334384841984,,2000,,https://www.imams.us/structure/general-members/,17,18,,,1140.0,census_geocoder
1177,Masjid Omar/Islamic Center of Moscow,316 S Lilly St,Moscow,ID,83843,46.732160378228,-117.00658048475,,2016,,"https://www.causeiq.com/organizations/islamic-association-of-moscow-idaho,462477440/",,88,,,1939.0,census_geocoder
1178,Al-Aqsa Islamic Community Center,17940 Bronk rd,Plainfield,IL,50586,41.557088888809,-88.190469057181,,2010,,https://plainfieldmasjid.com/,,21,,,874.0,census_geocoder
1179,Islamic Society of Northwest Suburbs,1200 Hicks Rd,Rolling Meadows,IL,60008,42.132946421324,-88.033980866043,,2016,,https://isns.org/masjid-info/history/,,27,,,1479.0,census_geocoder
1180,Al-Azhar Islamic Foundation,160 Hawthorne rd,Barrington,IL,60010,42.118725600941,-88.170658037285,,1995,,https://prayersconnect.com/mosques/84073461-al-azhar-islamic-foundation-barrington-illinois-united-states,,0,,,875.0,census_geocoder
1181,Islamic Center of McHenry County (ICMC),5800 East Crystal Lake Avenue,Crystal Lake,IL,60014,42.2412607,-88.3087142,,2016,,https://icmc-us.org/,,27,,,4221.0,nominatim
1182,Islamic Center of McLean County,5800 E Crystal Lake ave,Crystal Lake,IL,60014,42.2412003,-88.3142522,,2016,,,,27,,,63.0,nominatim
1183,DDM Masjid & DDM Academy,733 Lee Street,Des Plaines,IL,60016,42.039562451533,-87.88922668938,,,,https://www.ddmasjid.org/,50,89,,,4272.0,census_geocoder
1184,Islamic Community Center of Des Plains,480 Potter Road,Des Plains,IL,60016,42.045739310231,-87.860078320012,,1989,,https://iccdmasjid.org/about/,39,74,,,1389.0,census_geocoder
1185,Islamic Information Center of America,PO Box 4052,Des Plaines,IL,60016,42.0244342,-87.8994116,,1982,,https://www.iica.org/about,50,91,,,1433.0,nominatim
1186,Ismaili Jamatkhana Center,100 Shermer Road,Glenview,IL,60025,42.05698345353,-87.813452416513,,2008,,https://ismailimail.blog/2008/07/26/ismaili-house-of-worship-glenview-illinois/,30,27,,,722.0,census_geocoder
1187,Islamic Foundation North,1751 N O Plaine rd,Libertyville,IL,60048,42.328212149894,-87.914540121757,,2004,,https://ifnonline.com/Welcome,,84,,,96.0,census_geocoder
1188,Libertyville Mosque,1751 O'Plaine Road,Libertyville,IL,60048,42.328212149894,-87.914540121757,,2004,,https://ifnonline.com/,0,8,,,4226.0,census_geocoder
1189,Becker,5005 West Orchard Drive,McCullom Lake,IL,60050,42.366303915024,-88.295514933127,,,,No website,,23,,,4228.0,census_geocoder
1190,Islamic Education Center,8601 Menard Avenue,Morton Grove,IL,60053,42.037356349236,-87.771515629412,,1969,,https://mccchicago.org/mcc-past-and-present/,40,79,,,199.0,census_geocoder
1191,Muslim Education Center / Masjid / MCC Academy,8601 Menard Avenue,Morton Groven,IL,60053,42.037356349236,-87.771515629412,,1969,,https://mccchicago.org/,40,79,,,4233.0,census_geocoder
1192,Unity Islamic Center,8944 Austin Avenue,Morton Grove,IL,60053,42.04354237773,-87.77636958159,,2017,,https://uicmg.org/,40,76,,,4230.0,census_geocoder
1193,Islamic Society of Midwest,501 Midway Dr,Mt Prospect,IL,60056,42.0253455,-87.9435,,2006,,"https://www.causeiq.com/organizations/islamic-society-of-midwest,205837494/",40,65,,,2365.0,nominatim
1194,Islamic Society of Midwest,501 Midway Drive,Mount Prospect,IL,60056,42.0253455,-87.9435,,2006,,https://islamicsom.org/,40,65,,,4225.0,nominatim
1195,MOUNT PROSPECT CULTURAL CENTER - MPCC,960 East Northwest Highway,Mount Prospect,IL,60056,42.057721558282,-87.923640872613,,,,No website,34,60,,,4231.0,census_geocoder
1196,AMPO,25667 Hillview Court,Mundelein,IL,60060,42.236542080075,-88.053077869037,,2013,,https://ampoonline.com/,,26,,,4232.0,census_geocoder
1197,Islamic Cultural Center of Greater Chicago,1810 N Pfingsten Rd,Northbrook,IL,60062,42.1197712818,-87.848890363578,,1976,,https://www.archnet.org/sites/10399,32,53,,,92.0,census_geocoder
1198,Islamic Cultural Center of Greater Chicago,1800 Pfingsten Road,Northbrook,IL,60062,42.119845950783,-87.848888398597,,1976,,https://www.iccgreaterchicago.com/,0,33,,,4224.0,census_geocoder
1199,Kaleemullah Masjid,4255 Main Street,Stokie,IL,60076,42.033453829966,-87.734425006153,,,,https://www.facebook.com/p/Kaleemullah-Masjid-100071577763655/,45,75,,,4249.0,census_geocoder
1200,Masjid Inaam,7401 Lincoln Avenue,Skokie,IL,60076,42.015457120925,-87.744019406501,,,,Website link invalid,,50,,,4250.0,census_geocoder
1201,Masjid-E-Suffah,masji,Skokie,IL,60076,,,,-,Information Without Year,https://suffaheducational.org/contact-us/,47,63,,,483.0,
1202,Masjid As-Sunnah,5144 Main Street,Skokie,IL,60077,42.033648285589,-87.756260556678,,2020,,https://masjidsunnahchi.org/,52,74,,,791.0,census_geocoder
1203,Waukegan Islamic Center & Ummah Relief USA,3210 West Duggald Avenue,Waukegan,IL,60085,42.373192958663,-87.878650566277,,2019,,https://www.waukeganislamiccenter.com/,27,58,,,4253.0,census_geocoder
1204,Ahmadiyya Movement In Islam/Fath-e-Azeem Mosque,2700 Lewis Ave,Zion,IL,60099,42.4458642,-87.8552266,,2022,,https://www.alislam.org/articles/opening-of-mosque-of-grand-victory-in-zion-symbol-of-true-religious-freedom/ https://www.alislam.org/video/fath-e-azeem-mosque-inaugural-session-zion-illinois/ AND https://muslimsunrise.com/2023/01/15/inauguration-of-the-fath-e-azeem-mosque/,,16,,,232.0,nominatim
1205,Al-Jameel Masjid,4 N 251 North Swift rd,Addison,IL,60101,41.931930525439,-88.042057105918,,2000,,https://prayersconnect.com/mosques/84071186-masjid-al-jameel-addison-illinois-united-states,,46,,,894.0,census_geocoder
1206,Islamic Society Of Addison,1000 North Rohlwing Road,Addison,IL,60101,41.9327510342,-88.03226330407,,2024,,https://www.isamasjid.org/,,55,,,4283.0,census_geocoder
1207,American Muslim Community Organization,1548 E Algonquin rd No.511,Algonquin,IL,60102,42.159668384387,-88.27304002555,,2011,,https://www.causeiq.com/directory/islamic-organizations-list/illinois-state/,,64,,,940.0,census_geocoder
1208,Masjid Bait-ul-Ilm,485 South Bartlett Road,Streamwood,IL,60107,42.023867023383,-88.18165152686,,2005,,https://www.baitulilm.org/about-us,,57,,,14.0,census_geocoder
1209,Islamic Center of DeKalb,801 Normal Rd,DeKalb,IL,60115,41.942505652329,-88.765842805138,,2015,,https://islamiccenterofdekalb.org/,44,40,,,2362.0,census_geocoder
1210,"Academy Of Islamic Education, AIE",37W437 Huntley Road,Dundee Township,IL,60118,,,,2016,,https://www.aiehuntley.org/,,2,,,4271.0,
1211,Insitutue of Islamic Education,1048 Bluff City Blvd,Elgin,IL,60120,42.019508008418,-88.251297947279,,1989,,https://islamicedu.org/introduction/,24,17,,,1158.0,census_geocoder
1212,Masjid Al-Wājidi,210 Academy Place,Elgin,IL,60120,42.041014104996,-88.278259497929,,,,Dedicated place for prayer for academy,47,87,,,4244.0,census_geocoder
1213,Masjid-ul-Islam,"1290 Bluff City Blvd,",Elgin,IL,60120,42.018880221807,-88.242759212582,,1989,,"https://islamicedu.org/#:~:text=%E2%80%8BIn%201989%2C%20Shaykh%20al,respected%20Islamic%20institutes%20in%20America.",23,10,,,828.0,census_geocoder
1214,Al-Bukhari Islamic Center of Chicago,1121 Van Street,Elgin,IL,60123,42.033180019227,-88.306227116671,,,,https://albukhari.inclusivetec.com/updates,34,63,,,4245.0,census_geocoder
1215,Masjid Salam,339 West River Road,Elgin,IL,60123,42.065853855411,-88.282898218242,,,,No website,,6,,,4243.0,census_geocoder
1216,Muslim Community Center,345 Heine st,Elgin,IL,60123,42.042674289034,-88.313197575101,,2004,,https://prayersconnect.com/mosques/84039958-islamic-community-center-elgin-illinois-united-states,33,63,,,85.0,census_geocoder
1217,Uzbek American Association of Chicago,1111 Van Street,Elgin,IL,60123,42.033181654365,-88.30600800648,,2009,,https://www.linkedin.com/company/uzbek-american-association-of-chicago/,34,63,,,230.0,census_geocoder
1218,SABAH Islamic Cultural Center,9920 West Grand Avenue,Franklin Park,IL,60131,41.930029527093,-87.873658924902,,2019,,https://sabahchicago.com/language/en/history/,35,80,,,809.0,census_geocoder
1219,Sulaymani Jamaat Khana,10200 Pacific Avenue,Franklin Park,IL,60131,41.941280792945,-87.880350606843,,,,No website,35,42,,,4240.0,census_geocoder
1220,Sabur,7458 Jensen Boulevard,Hanover Park,IL,60133,42.007643461675,-88.148616076487,,2006,,https://bcc-sabur.com/,,72,,,4237.0,census_geocoder
1221,Baitul Jaamay Mosque,2S510 IL 53,Glen Ellyn,IL,60137,41.83466916643,-88.054209133157,,2003,,https://grokipedia.com/page/baitul_jaamay_mosque,,27,,,785.0,census_geocoder
1222,Bait-ul-Jaamay Mosque,2S510 Illinois 53 ,Glen Ellyn,IL,60137,41.83466916643,-88.054209133157,,2003,,https://www.ahmadiyya.us/members/,,27,,,4238.0,census_geocoder
1223,Islamic Education Center,1269 Goodrich ave,Glendale Heights,IL,60139,41.906246741576,-88.05755513594,,1993,,https://www.iechusaini.org/about-us/,,44,,,93.0,census_geocoder
1224,Muslim Society,1785 Bloomingdale Rd,Glendale Hights,IL,60139,41.924300352998,-88.081288865952,,1990,,https://projects.propublica.org/nonprofits/organizations/363605387,,37,,,2104.0,census_geocoder
1225,Masjid Ummah,207 East Center Street,Itasca ,IL,60143,41.97314460155,-88.011678584553,,2024,,https://masjidofummah.com/,,52,,,4236.0,census_geocoder
1226,Al-Masjidul-Huq,1620 S Highland ave,Lombard,IL,60148,41.852258762045,-88.012010296109,,2011,,https://legallysociable.com/2011/06/29/small-islamic-mosque-in-unincorporated-lombard-approved-by-dupage-county-board/,,48,,,904.0,census_geocoder
1227,Masjid Darussalam,21 W 525 North Ave,Lombard,IL,60148,41.903736933276,-88.046811778251,,2013,,https://masjidds.org/masjid/about-us/,0,33,,,27.0,census_geocoder
1228,Masjid Uthman,1208 Lawler Ave,Lombard,IL,60148,41.859009878825,-88.036965310063,,2017,,"https://masjiduthman.org/wp-content/uploads/2025/03/AnnualReport2023.pdf#:~:text=Masjid%20Uthman%20obtained%20a%20new,maktab%20and%20hifz%20program%20by",,52,,,808.0,census_geocoder
1229,The American Muslim Community Organization,108 North Lakewood Rd,Lake in the Hills,IL,60156,42.17378352671,-88.38391066787,,2011,,https://prayersconnect.com/mosques/84021642-american-muslim-community-organization-lake-in-the-hills-illinois-united-states,,41,,,316.0,census_geocoder
1230,Albanian-American Islamic Center,5825 St Charles Rd,Berkeley,IL,60163,41.889644504887,-87.913829605666,,1962,,https://www.archnet.org/sites/10603,,50,,,2360.0,census_geocoder
1231,LIMRA ISLAMIC CENTER,1595 Della Drive,Hoffman Estates,IL,60169,42.056946303753,-88.119993592618,,,,http://limraislamiccenter.com/,,57,,,4235.0,census_geocoder
1232,Ali Yun Wali Allah Shia Islamic Center,951 North Plum Grove Road Suite F and G,Schaumburg,IL,60173,42.046558635965,-88.059966771945,,,,https://www.facebook.com/AliYunWaliAllahCenter/,,44,,,4262.0,census_geocoder
1233,Place of 5 times prayer,Belinder Lane,Schaumburg,IL,60173,42.076776,-88.0600147,,,,No website,,31,,,4261.0,nominatim
1234,Islamic Center of Kane County (ICKC),2315 Dean Street #600 Suite,Saint Charles,IL,60175,41.919129924453,-88.341693503365,,,,https://www.ickc.info/,,0,,,4259.0,census_geocoder
1235,ICNA Center & Mosque,1S270 Summit Ave,Oakbrook Terrace,IL,60181,41.855377247873,-87.972842827826,,1968,,https://www.linkedin.com/company/icna-chicago-illinois-organization/about/,,66,,,2366.0,census_geocoder
1236,Islamic Foundation North,300 E Highridge,Villa Park,IL,60181,41.866995467395,-87.992992390461,,1981,,https://www.islamicfoundation.org/about,31,47,,,95.0,census_geocoder
1237,Summit Mosque,1S270 Summit Avenue,Oakbrook Terrace,IL,60181,41.855377247873,-87.972842827826,,2017,,https://prayersconnect.com/mosques/84043258-islamic-center-of-oakbrook-terrace-oakbrook-terrace-illinois-united-states,,67,,,4248.0,census_geocoder
1238,Islamic Center of Western Suburbs,28W774 Army Trail rd,West Chicago,IL,60185,,,,1993,,https://www.icwsmasjid.org/about-icws/,,3,,,1372.0,
1239,Wheaton Islamic Center,900 E Geneva Road,Wheaton,IL,60187,41.888255349824,-88.094957628132,,2013,,https://icwonline.org/,17,61,,,560.0,census_geocoder
1240,Al Hira Community Center,140 Commercial st,Wood Dale,IL,60191,41.964498899923,-87.977022418004,,2008,,https://alhiracommunitycenter.org/about.html,,58,,,853.0,census_geocoder
1241,Ribat Institute,342 Illinois 19,Wood Dale,IL,60191,,,,,,https://ribat.org/,,66,,,4256.0,
1242,Masjid Al Huda Midwest Islamic Center,1081 Irving Park Road,Schaumburg ,IL,60193,41.9975304117,-88.119555909005,,1992,,https://masjidalhuda.org/,,56,,,4266.0,census_geocoder
1243,Masjid Al-Huda,1081 East Irving Park Road,Schaumburg,IL,60193,41.9975304117,-88.119555909005,,2000,,https://www.chicagotribune.com/2000/04/14/muslims-build-place-of-faith/,,41,,,139.0,census_geocoder
1244,Dar-Ul-Ilm Foundation,2360 Lakewood Boulevard,Hoffman Estates,IL,60195,42.074366259931,-88.139076882508,,2025,,https://www.darulilmfoundation.org/contact-1,,35,,,511.0,census_geocoder
1245,Dar-us-Sunnah Mosque,2045 Brown Ave,Evanston,IL,60201,42.054878147859,-87.700328426171,,2010,,https://www.chicagoreligions.com/profiles/dar-us-sunnah-masjid-evanston,48,75,,,2364.0,census_geocoder
1246,Baitul Huda (House of Guidance),1138 Wesley Avenue,Evanston,IL,60202,42.038928403642,-87.692205901238,,,,No website,53,77,,,4241.0,census_geocoder
1247,Oak Park Muslim Community,405 South Euclid Avenue,Oak Park,IL,60302,41.88137332265,-87.792741333203,,,,https://www.oakparkmuslims.org/,65,84,,,4260.0,census_geocoder
1248,Ojala Islamic Center,1900 South Oak Park Avenue,Berwyn,IL,60402,41.853992160697,-87.793511770414,,2018,,https://ojalafoundation.org/,48,80,,,4285.0,census_geocoder
1249,American Islamic Association,8860 E st Francis rd,Frankfort,IL,60423,41.521416304269,-87.833283647961,,2005,,https://www.aiamasjid.org/about-us/,,3,,,933.0,census_geocoder
1250,Light of Islam Mosque (New),301 South Cottage Grove Avenue,Glenwood,IL,60425,41.542575906677,-87.59724174159,,2026,,https://masjidlightofislam.com/about-1/,,36,,,820.0,census_geocoder
1251,Center For Islamic Teachings and Community Development,15240 Main S,Harvey,IL,60426,41.612432739417,-87.643038406722,,2012,,https://www.facebook.com/CITCD/posts/center-for-islamic-teachings-and-community-development-15214-main-street-harveyi/1184964667129382/,56,59,,,2691.0,census_geocoder
1252,Ghousia Islamic Center,188 East 147th Street,Harvey,IL,60426,41.622558895548,-87.646188124516,,2005,,https://gicharvey.com/index.php/about-us/#,49,52,,,802.0,census_geocoder
1253,Harvey Islamic Center,163 East 154th Street,Harvey,IL,60426,41.609983489126,-87.646366587538,,-,Information Without Year,,56,51,,,1126.0,census_geocoder
1254,"Light of Islam Masjid (Old, existing)",46 East 147th Street,Harvey,IL,60426,41.622558895951,-87.65348712237,,2005,,https://masjidlightofislam.com/about-1/,41,41,,,810.0,census_geocoder
1255,South Suburban Islamic Center Of Harvey (Harvey Masjid),15200 Broadway Avenue,Harvey,IL,60426,41.613504897027,-87.644662907263,,1995,,https://harveymasjid.com/#/about,56,58,,,770.0,census_geocoder
1256,Joliet Islamic Center,2313A Oak Leaf Street,Joliet,IL,60436,41.513186027494,-88.138534400529,,,,https://jolietislamiccenter.com/,27,27,,,4246.0,census_geocoder
1257,Masjid Al-Islam,560 East North Frontage Road,Bolingbrook,IL,60440,41.697435632437,-88.044988842971,,1993,,https://bolingbrookmasjid.com/about/,,27,,,145.0,census_geocoder
1258,Masjid Furqaan - Bolingbrook,401 West Boughton Road,Bolingbrook,IL,60440,41.708177285079,-88.082636090573,,,,https://bolingbrook.masjidfurqaan.org/,,63,,,4287.0,census_geocoder
1259,Masjid Sahl - Lockport IL,700 East Ninth Street,Lockport,IL,60441,41.587532180958,-88.048431510105,,2026,,https://masjidsahl.org/,,76,,,4227.0,census_geocoder
1260,Furqaan Dawah Center,642 Forestwood Drive,Romeoville,IL,60446,41.653110823333,-88.071642655267,,2003,,https://furqaan.org/,,36,,,4269.0,census_geocoder
1261,Morris Islamic Community Center,1802 North Division Street,Morris,IL,60450,41.377101063871,-88.422202681788,,,,https://miccmasjid.org/,,50,,,4229.0,census_geocoder
1262,MAS Chicago,9210 South Oketo Avenue,Bridgeview,IL,60455,41.724056990619,-87.803689964875,,1993,,https://www.maschicago.org/,,64,,,4288.0,census_geocoder
1263,Mosque Foundation Community Center,7260 West 93rd Street,Bridgeview ,IL,60455,41.722591271817,-87.800291574046,,1981,,https://mosquefoundation.org/main-photo-gallery/educational-center/,,66,,,4291.0,census_geocoder
1264,Mosque Foundation Education Center,7360 West 93rd Street,Bridgeview,IL,60455,41.7228509,-87.802954,,1981,,https://mosquefoundation.org/main-photo-gallery/educational-center/,,63,,,4281.0,nominatim
1265,Mosque Foundation of Chicago,7360 E 93Rd st,Bridgeview,IL,60455,,,,1981,,https://mosquefoundation.org/history-timeline/,,80,,,2054.0,
1266,Mosque Harlem Center,Frontage Road,Bridgeview,IL,60455,41.7168777,-87.7984052,,,,No website,,38,,,4280.0,nominatim
1267,Hometown Mercy Mosque,8925 South Kostner Avenue,Hometown,IL,60456,41.730227793632,-87.733820490117,,1992,,https://www.instagram.com/p/DOzorLPjWT2/,,58,,,509.0,census_geocoder
1268,Masjid Al-Istiqamah,7950 South Central Avenue,Burbank,IL,60459,41.747620978579,-87.760837951897,,2021,,https://www.youtube.com/watch?v=37J5W6F-hAc,,75,,,799.0,census_geocoder
1269,Palos Islamic Center,12300 South 80th Avenue,Palos Park,IL,60464,41.666709856268,-87.81596449092,,2021,,"https://southwestregionalpublishing.com/2025/10/01/community-gets-warm-welcome-at-palos-islamic-center-open-house/#:~:text=Maureen%20Dring%20said%20she%20appreciated,open%20house%20in%20Palos%20Park.",,29,,,814.0,census_geocoder
1270,Orland Park Prayer Center,th,Orland Park,IL,60467,41.630663,-87.8536288,,2004,,https://orlandparkprayercenter.org/the-honorable-journey-twenty-years-of-service/,,78,,,2363.0,nominatim
1271,Orland Park Prayer Center,16530 104th Avenue,Orland Park,IL,60467,41.589436180514,-87.871890428368,,,,https://orlandparkprayercenter.org/,,20,,,4263.0,census_geocoder
1272,Ansar-Ud-Deen Society Of Usa,15435 South Park Avenue,South Holland,IL,60473,41.614702576703,-87.607322031565,,2005,,https://www.ansaruddeen-northamerica.org/adsna-chicago/,35,48,,,4251.0,census_geocoder
1273,Al-Nahda Mosque,1250 10555 Southwest Highway,Worth,IL,60482,41.699816954115,-87.794610880712,,1990,,https://nahda.us/,,78,,,4257.0,census_geocoder
1274,Worth Masjid & Islamic Center,11512 S Normandy Ave,Worth,IL,60482,41.682482360488,-87.786140223762,,2023,,https://www.facebook.com/100090851354079/&ved=2ahUKEwiH3KaMtpmTAxUMHDQIHU_UOzMQFnoECDkQAQ&usg=AOvVaw1IYvrd-KLC5E_8lEJ4c8Ag,,46,,,2358.0,census_geocoder
1275,Masjid Al-Jumu'ah,351 Veterans Pkwy,Bolingbrook,IL,60490,41.688797936297,-88.116829836425,,2014,,https://bolingbrookmasjid.com/about/,,47,,,625.0,census_geocoder
1276,Masjid Al-Abraar,431 South Farnsworth Avenue,Aurora,IL,60505,41.747078895547,-88.281504770474,,,,https://masjidalabraar.com/,,44,,,4284.0,census_geocoder
1277,Fox Vally Muslim Community Center,1187 Timberlake Dr.,Aurora,IL,60506,41.780739675927,-88.353497712929,,1995,,https://prayersconnect.com/mosques/84062980-fox-valley-muslim-community-center-aurora-illinois-united-states,20,38,,,1106.0,census_geocoder
1278,Masjid Hidayath (Islamic Center of Aurora),543 S Lake St,Aurora,IL,60506,41.751453868677,-88.32970202409,,2022,,https://www.masjidhidayath.org/,24,64,,,2359.0,census_geocoder
1279,Batavia Islamic Center,222 South Batavia Avenue,Batavia,IL,60510,41.846595512963,-88.311735384352,,1983,,http://www.bataviaislamiccenter.com/aboutus.html,,83,,,16.0,census_geocoder
1280,Anjuman-e-Saifee Chicago,10S252 Kingery Highway,Willowbrook,IL,60527,41.725203994277,-87.94398450727,,1950,,https://www.chicagojamaat.org,,41,,,634.0,census_geocoder
1281,Mecca Center,16W560 91st Street,Willowbrook,IL,60527,41.723237920469,-87.947982980142,,2006,,https://meccacenter.org/about/history-of-mecca/,,52,,,771.0,census_geocoder
1282,Islamic Center of Naperville (ICN) Al Hilal- Ogden,2844 West Ogden Avenue,Naperville,IL,60540,41.7408882,-88.2455179,,1991,,https://icnmasjid.org/,29,60,,,4247.0,nominatim
1283,Islamic Center of Naperville-Al-Hidayah,450 S Olson Dr,Naperville,IL,60540,,,,1991,,https://icnmasjid.org/olesen,0,41,,,1297.0,
1284,Islamic Center of Naperville-Al-Hilal,2844 East Ogden Avenue,Naperville,IL,60540,41.794339,-88.1258219,,2007,,https://icnmasjid.org/ogden,27,64,,,1298.0,nominatim
1285,MADINA Community - Oswego,3525 Walter Payton Memorial Highway,Oswego ,IL,60543,,,,2024,,https://www.madinacommunity.org/,,45,,,4264.0,
1286,Oswego Masjid Abu Bakr,197 East Washington Street,Oswego,IL,60543,41.679244024453,-88.349241849019,,,,https://oswegomasjid.org/,,79,,,4265.0,census_geocoder
1287,Islamic Center of Romeville IL,14455 S Budler Rd,Plainfield,IL,60544,41.6334905,-88.1545764,,2014,,https://thfoundation.com/about.php,,13,,,2694.0,nominatim
1288,Islamic Foundation of Southwest Suburbs,23616 W Main St,Plainfield,IL,60544,41.617840933087,-88.193415870597,,2007,,https://prayersconnect.com/mosques/84036870-masjid-meraj-islamic-foundation-of-southwest-suburbs-plainfield-illinois-united-states,,21,,,1430.0,census_geocoder
1289,Madani Masjid,40 North Lincoln Street,Westmont,IL,60559,41.796588862189,-87.976853135896,,2016,,https://www.madanimasjid.org/,37,79,,,4254.0,census_geocoder
1290,Masjid al-Mustafa,300 East 55th Street,Westmont,IL,60559,41.7883949,-87.9653767,,2005,,https://masjidalmustafa.weebly.com/,30,45,,,4255.0,nominatim
1291,Masjid Furqaan Darien,8141 South Cass Avenue,Darien,IL,60561,41.742931714846,-87.97348737682,,2003,,https://darien.masjidfurqaan.org/,,52,,,4301.0,census_geocoder
1292,A Noor Islamic Center of Naperville (ICN)- 248th,3540 248th Ave,Naperville,IL,60564,41.7085031,-88.225129,,2024,,https://icnmasjid.org/248,13,21,,,2697.0,nominatim
1293,Islamic Center of Naperville,25W530 75th Street,Naperville,IL,60565,41.74868614764,-88.11988249774,,2018,,https://icnmasjid.org/75th,,56,,,543.0,census_geocoder
1294,Downtown Islamic Center,231 S State st 4Th Fl.,Chicago,IL,60604,41.879045714045,-87.627622751317,,1976,,"https://sites.northwestern.edu/reportingislam/student-reporting/rishika-dugyala-downtown-islamic-center-hopes-expand-past-pray-station-role-draw-young-muslims/#:~:text=The%20mosque%2C%20or%20masjid%2C%20was,carry%20on%20with%20their%20day.",100,100,,,28.0,census_geocoder
